,type,id,stac_version,description,links,created,updated,crs,itemType,title,extent,license,providers,summaries
118,Collection,ch.bakom.notruf-118_festnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 118 originated from a fixed network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_festnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_festnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-118_festnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/48964dfd-eaaa-4443-a281-6a91d6692073', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:24.290338Z,2022-09-15T08:25:44.125321Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 118 on fixed network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
119,Collection,ch.bakom.notruf-118_mobilnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 118 originated from a mobile network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_mobilnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_mobilnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-118_mobilnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/c7baa23e-f09f-4940-a100-ab5321d67461', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:24.905890Z,2022-09-15T08:25:52.529619Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 118 on mobile network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
120,Collection,ch.bakom.notruf-118_zentral,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. The map shows the intervention regions of alarm centers in Switzerland for emergency calls 118 originated from a fixed and mobile networks. The 118 alarm centers and corresponding routing numbers of any intervention region are identified when selecting the targeted intervention region. The 118 fixed and mobile alarm centers of the intervention region can be the same alarm center or different alarm centers.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_zentral'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-118_zentral/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-118_zentral', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/cfad6c18-ac21-44d2-9eec-efb7f62a9be8', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:25.468044Z,2022-09-15T08:26:00.913646Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions of Alarm Centers 118,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
121,Collection,ch.bakom.notruf-143_festnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 143 originated from a fixed network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_festnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_festnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-143_festnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/1a30baed-509c-4fe2-b7a7-1bcd885e7827', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:25.799226Z,2022-09-15T08:26:08.836797Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 143 on fixed network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
122,Collection,ch.bakom.notruf-143_mobilnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 143 originated from a mobile network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_mobilnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_mobilnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-143_mobilnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/c2c6114c-707d-424d-a860-ffe4e22330c6', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:26.221867Z,2022-09-15T08:26:15.653181Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 143 on mobile network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
123,Collection,ch.bakom.notruf-143_zentral,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. The map shows the intervention regions of alarm centers in Switzerland for emergency calls 143 originated from a fixed and mobile networks. The 143 alarm centers and corresponding routing numbers of any intervention region are identified when selecting the targeted intervention region. The 143 fixed and mobile alarm centers of the intervention region can be the same alarm center or different alarm centers.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_zentral'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-143_zentral/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-143_zentral', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/5b41971f-599c-415e-9445-75b59f22a0bf', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:26.712168Z,2022-09-15T08:26:23.958253Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions of Alarm Centers 143,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
124,Collection,ch.bakom.notruf-144_festnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 144  originated from a fixed network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_festnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_festnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-144_festnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/8eff7061-f805-4d8c-a37e-574f41e68869', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:27.291370Z,2022-09-15T08:26:31.886130Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 144 on fixed network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
125,Collection,ch.bakom.notruf-144_mobilnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 144 originated from a mobile network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_mobilnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_mobilnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-144_mobilnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/261f29ed-3043-4668-998e-a76c63b8e3e2', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:27.833257Z,2022-09-15T08:26:43.536607Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 144 on mobile network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
126,Collection,ch.bakom.notruf-144_zentral,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. The map shows the intervention regions of alarm centers in Switzerland for emergency calls 144 originated from a fixed and mobile networks. The 144 alarm centers and corresponding routing numbers of any intervention region are identified when selecting the targeted intervention region. The 144 fixed and mobile alarm centers of the intervention region can be the same alarm center or different alarm centers.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_zentral'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-144_zentral/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-144_zentral', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/e8914fd0-4b48-4446-af8e-1afeea435060', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:28.318233Z,2022-09-15T08:26:51.217316Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions of Alarm Centers 144,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
127,Collection,ch.bakom.notruf-145_festnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 145 originated from a fixed network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_festnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_festnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-145_festnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/d500e71f-68b0-4275-b73a-c35e254752f0', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:28.785384Z,2022-09-15T08:27:01.021033Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 145 on fixed network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
128,Collection,ch.bakom.notruf-145_mobilnetz,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. Each intervention region has a routing number. The map shows the intervention regions of Switzerland for the emergency calls 145 originated from a mobile network. The alarm center and routing number of any intervention region are identified when selecting the targeted intervention region.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_mobilnetz'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_mobilnetz/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-145_mobilnetz', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/4ab16b53-65f3-4427-a667-8cce75f71fd0', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:29.373686Z,2022-09-15T08:27:16.487026Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions for emergency call number 145 on mobile network,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
129,Collection,ch.bakom.notruf-145_zentral,1.0.0,"An emergency call is a call with a three digit short number of the emergency service selected by the caller: European emergency service 112; police, emergency call 117; fire, alarm center 118; Friendly Hand 143; ambulance, emergency call 144; telephone help for children and young 147. An emergency call can be done from a fixed, mobile or satellite network. The emergency call must be routed to the alarm center of the competent service according to the location and nature of the case. A region from which the emergency calls are routed to a precise alarm center is an intervention region. The map shows the intervention regions of alarm centers in Switzerland for emergency calls 145 originated from a fixed and mobile networks. The 145 alarm centers and corresponding routing numbers of any intervention region are identified when selecting the targeted intervention region. The 145 fixed and mobile alarm centers of the intervention region can be the same alarm center or different alarm centers.","[{'rel': 'self', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_zentral'}, {'rel': <RelType.ROOT: 'root'>, 'href': 'https://data.geo.admin.ch/api/stac/v0.9/', 'type': <MediaType.JSON: 'application/json'>, 'title': 'data.geo.admin.ch'}, {'rel': 'parent', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/'}, {'rel': 'items', 'href': 'https://data.geo.admin.ch/api/stac/v0.9/collections/ch.bakom.notruf-145_zentral/items'}, {'rel': 'alternate', 'href': 'https://data.geo.admin.ch/browser/index.html#/collections/ch.bakom.notruf-145_zentral', 'type': 'text/html', 'title': 'STAC Browser'}, {'rel': 'license', 'href': 'http://disclaimer.admin.ch', 'title': 'Terms of use'}, {'rel': 'describedby', 'href': 'https://www.geocat.ch/geonetwork/srv/eng/catalog.search#/metadata/8aa977ba-61e7-4239-8b20-6e6880341fde', 'title': 'Metadata'}, {'rel': 'about', 'href': 'https://www.bakom.admin.ch/bakom/de/home/das-bakom/organisation/rechtliche-grundlagen/vollzugspraxis/technische-und-administrative-vorschriften/sr-784-101-113-1-3.html', 'title': 'Further information'}]",2022-01-25T13:22:29.817136Z,2022-09-15T08:27:29.212668Z,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],Feature,Intervention regions of Alarm Centers 145,"{'spatial': {'bbox': [[5.96, 45.82, 10.49, 47.81]]}, 'temporal': {'interval': [['2021-06-01T00:00:00Z', '2021-06-01T00:00:00Z']]}}",proprietary,"[{'name': 'Federal Office of Communications - OFCOM', 'roles': ['producer', 'licensor'], 'url': 'https://www.bakom.admin.ch'}]",{'proj:epsg': [2056]}
